#   2 + 116Sn elastic scattering Elab=183 Mev
# --------- Potential Spin-orbit for projectile and multipole = 0 ---------  
#     r(fm)       V(MeV)       W(MeV)
       6.91        -0.1207     0.0000E+00
       6.92        -0.1199     0.0000E+00
       6.93        -0.1192     0.0000E+00
       6.94        -0.1184     0.0000E+00
       6.95        -0.1177     0.0000E+00
       6.96        -0.1169     0.0000E+00
       6.97        -0.1162     0.0000E+00
       6.98        -0.1154     0.0000E+00
       6.99        -0.1147     0.0000E+00
       7.00        -0.1139     0.0000E+00
       7.01        -0.1132     0.0000E+00
       7.02        -0.1125     0.0000E+00
       7.03        -0.1117     0.0000E+00
       7.04        -0.1110     0.0000E+00
       7.05        -0.1103     0.0000E+00
       7.06        -0.1095     0.0000E+00
       7.07        -0.1088     0.0000E+00
       7.08        -0.1081     0.0000E+00
       7.09        -0.1074     0.0000E+00
       7.10        -0.1067     0.0000E+00
       7.11        -0.1059     0.0000E+00
       7.12        -0.1052     0.0000E+00
       7.13        -0.1045     0.0000E+00
       7.14        -0.1038     0.0000E+00
       7.15        -0.1031     0.0000E+00
       7.16        -0.1024     0.0000E+00
       7.17        -0.1017     0.0000E+00
       7.18        -0.1010     0.0000E+00
       7.19        -0.1003     0.0000E+00
       7.20    -9.9606E-02     0.0000E+00
       7.21    -9.8915E-02     0.0000E+00
       7.22    -9.8226E-02     0.0000E+00
       7.23    -9.7540E-02     0.0000E+00
       7.24    -9.6857E-02     0.0000E+00
       7.25    -9.6177E-02     0.0000E+00
       7.26    -9.5499E-02     0.0000E+00
       7.27    -9.4824E-02     0.0000E+00
       7.28    -9.4152E-02     0.0000E+00
       7.29    -9.3483E-02     0.0000E+00
       7.30    -9.2817E-02     0.0000E+00
       7.31    -9.2153E-02     0.0000E+00
       7.32    -9.1493E-02     0.0000E+00
       7.33    -9.0835E-02     0.0000E+00
       7.34    -9.0180E-02     0.0000E+00
       7.35    -8.9529E-02     0.0000E+00
       7.36    -8.8880E-02     0.0000E+00
       7.37    -8.8234E-02     0.0000E+00
       7.38    -8.7591E-02     0.0000E+00
       7.39    -8.6951E-02     0.0000E+00
       7.40    -8.6314E-02     0.0000E+00
       7.41    -8.5680E-02     0.0000E+00
       7.42    -8.5049E-02     0.0000E+00
       7.43    -8.4421E-02     0.0000E+00
       7.44    -8.3796E-02     0.0000E+00
       7.45    -8.3174E-02     0.0000E+00
       7.46    -8.2556E-02     0.0000E+00
       7.47    -8.1940E-02     0.0000E+00
       7.48    -8.1327E-02     0.0000E+00
       7.49    -8.0718E-02     0.0000E+00
       7.50    -8.0112E-02     0.0000E+00
       7.51    -7.9509E-02     0.0000E+00
       7.52    -7.8908E-02     0.0000E+00
       7.53    -7.8312E-02     0.0000E+00
       7.54    -7.7718E-02     0.0000E+00
       7.55    -7.7127E-02     0.0000E+00
       7.56    -7.6540E-02     0.0000E+00
       7.57    -7.5955E-02     0.0000E+00
       7.58    -7.5374E-02     0.0000E+00
       7.59    -7.4796E-02     0.0000E+00
       7.60    -7.4221E-02     0.0000E+00
       7.61    -7.3649E-02     0.0000E+00
       7.62    -7.3081E-02     0.0000E+00
       7.63    -7.2516E-02     0.0000E+00
       7.64    -7.1953E-02     0.0000E+00
       7.65    -7.1395E-02     0.0000E+00
       7.66    -7.0839E-02     0.0000E+00
       7.67    -7.0286E-02     0.0000E+00
       7.68    -6.9737E-02     0.0000E+00
       7.69    -6.9191E-02     0.0000E+00
       7.70    -6.8648E-02     0.0000E+00
       7.71    -6.8108E-02     0.0000E+00
       7.72    -6.7571E-02     0.0000E+00
       7.73    -6.7038E-02     0.0000E+00
       7.74    -6.6507E-02     0.0000E+00
       7.75    -6.5980E-02     0.0000E+00
       7.76    -6.5456E-02     0.0000E+00
       7.77    -6.4936E-02     0.0000E+00
       7.78    -6.4418E-02     0.0000E+00
       7.79    -6.3904E-02     0.0000E+00
       7.80    -6.3392E-02     0.0000E+00
       7.81    -6.2884E-02     0.0000E+00
       7.82    -6.2380E-02     0.0000E+00
       7.83    -6.1878E-02     0.0000E+00
       7.84    -6.1379E-02     0.0000E+00
       7.85    -6.0884E-02     0.0000E+00
       7.86    -6.0392E-02     0.0000E+00
       7.87    -5.9902E-02     0.0000E+00
       7.88    -5.9416E-02     0.0000E+00
       7.89    -5.8934E-02     0.0000E+00
       7.90    -5.8454E-02     0.0000E+00
       7.91    -5.7977E-02     0.0000E+00
       7.92    -5.7504E-02     0.0000E+00
       7.93    -5.7033E-02     0.0000E+00
       7.94    -5.6566E-02     0.0000E+00
       7.95    -5.6102E-02     0.0000E+00
       7.96    -5.5640E-02     0.0000E+00
       7.97    -5.5182E-02     0.0000E+00
       7.98    -5.4727E-02     0.0000E+00
       7.99    -5.4275E-02     0.0000E+00
       8.00    -5.3826E-02     0.0000E+00
       8.01    -5.3380E-02     0.0000E+00
       8.02    -5.2937E-02     0.0000E+00
       8.03    -5.2498E-02     0.0000E+00
       8.04    -5.2061E-02     0.0000E+00
       8.05    -5.1627E-02     0.0000E+00
       8.06    -5.1196E-02     0.0000E+00
       8.07    -5.0768E-02     0.0000E+00
       8.08    -5.0343E-02     0.0000E+00
       8.09    -4.9921E-02     0.0000E+00
       8.10    -4.9502E-02     0.0000E+00
       8.11    -4.9086E-02     0.0000E+00
       8.12    -4.8673E-02     0.0000E+00
       8.13    -4.8263E-02     0.0000E+00
       8.14    -4.7856E-02     0.0000E+00
       8.15    -4.7451E-02     0.0000E+00
       8.16    -4.7050E-02     0.0000E+00
       8.17    -4.6651E-02     0.0000E+00
       8.18    -4.6256E-02     0.0000E+00
       8.19    -4.5863E-02     0.0000E+00
       8.20    -4.5473E-02     0.0000E+00
       8.21    -4.5085E-02     0.0000E+00
       8.22    -4.4701E-02     0.0000E+00
       8.23    -4.4319E-02     0.0000E+00
       8.24    -4.3940E-02     0.0000E+00
       8.25    -4.3564E-02     0.0000E+00
       8.26    -4.3191E-02     0.0000E+00
       8.27    -4.2821E-02     0.0000E+00
       8.28    -4.2453E-02     0.0000E+00
       8.29    -4.2088E-02     0.0000E+00
       8.30    -4.1726E-02     0.0000E+00
       8.31    -4.1366E-02     0.0000E+00
       8.32    -4.1009E-02     0.0000E+00
       8.33    -4.0655E-02     0.0000E+00
       8.34    -4.0303E-02     0.0000E+00
       8.35    -3.9954E-02     0.0000E+00
       8.36    -3.9608E-02     0.0000E+00
       8.37    -3.9264E-02     0.0000E+00
       8.38    -3.8923E-02     0.0000E+00
       8.39    -3.8585E-02     0.0000E+00
       8.40    -3.8249E-02     0.0000E+00
       8.41    -3.7916E-02     0.0000E+00
       8.42    -3.7585E-02     0.0000E+00
       8.43    -3.7257E-02     0.0000E+00
       8.44    -3.6931E-02     0.0000E+00
       8.45    -3.6608E-02     0.0000E+00
       8.46    -3.6288E-02     0.0000E+00
       8.47    -3.5970E-02     0.0000E+00
       8.48    -3.5654E-02     0.0000E+00
       8.49    -3.5341E-02     0.0000E+00
       8.50    -3.5030E-02     0.0000E+00
       8.51    -3.4722E-02     0.0000E+00
       8.52    -3.4416E-02     0.0000E+00
       8.53    -3.4112E-02     0.0000E+00
       8.54    -3.3811E-02     0.0000E+00
       8.55    -3.3513E-02     0.0000E+00
       8.56    -3.3217E-02     0.0000E+00
       8.57    -3.2923E-02     0.0000E+00
       8.58    -3.2631E-02     0.0000E+00
       8.59    -3.2342E-02     0.0000E+00
       8.60    -3.2055E-02     0.0000E+00
       8.61    -3.1770E-02     0.0000E+00
       8.62    -3.1488E-02     0.0000E+00
       8.63    -3.1208E-02     0.0000E+00
       8.64    -3.0930E-02     0.0000E+00
       8.65    -3.0654E-02     0.0000E+00
       8.66    -3.0381E-02     0.0000E+00
       8.67    -3.0110E-02     0.0000E+00
       8.68    -2.9841E-02     0.0000E+00
       8.69    -2.9574E-02     0.0000E+00
       8.70    -2.9310E-02     0.0000E+00
       8.71    -2.9047E-02     0.0000E+00
       8.72    -2.8787E-02     0.0000E+00
       8.73    -2.8529E-02     0.0000E+00
       8.74    -2.8273E-02     0.0000E+00
       8.75    -2.8019E-02     0.0000E+00
       8.76    -2.7767E-02     0.0000E+00
       8.77    -2.7517E-02     0.0000E+00
       8.78    -2.7270E-02     0.0000E+00
       8.79    -2.7024E-02     0.0000E+00
       8.80    -2.6780E-02     0.0000E+00
       8.81    -2.6539E-02     0.0000E+00
       8.82    -2.6299E-02     0.0000E+00
       8.83    -2.6062E-02     0.0000E+00
       8.84    -2.5826E-02     0.0000E+00
       8.85    -2.5592E-02     0.0000E+00
       8.86    -2.5361E-02     0.0000E+00
       8.87    -2.5131E-02     0.0000E+00
       8.88    -2.4903E-02     0.0000E+00
       8.89    -2.4677E-02     0.0000E+00
       8.90    -2.4454E-02     0.0000E+00
       8.91    -2.4231E-02     0.0000E+00
       8.92    -2.4011E-02     0.0000E+00
       8.93    -2.3793E-02     0.0000E+00
       8.94    -2.3576E-02     0.0000E+00
       8.95    -2.3362E-02     0.0000E+00
       8.96    -2.3149E-02     0.0000E+00
       8.97    -2.2938E-02     0.0000E+00
       8.98    -2.2729E-02     0.0000E+00
       8.99    -2.2521E-02     0.0000E+00
       9.00    -2.2316E-02     0.0000E+00
       9.01    -2.2112E-02     0.0000E+00
       9.02    -2.1910E-02     0.0000E+00
       9.03    -2.1709E-02     0.0000E+00
       9.04    -2.1510E-02     0.0000E+00
       9.05    -2.1313E-02     0.0000E+00
       9.06    -2.1118E-02     0.0000E+00
       9.07    -2.0925E-02     0.0000E+00
       9.08    -2.0733E-02     0.0000E+00
       9.09    -2.0542E-02     0.0000E+00
       9.10    -2.0354E-02     0.0000E+00
       9.11    -2.0167E-02     0.0000E+00
       9.12    -1.9981E-02     0.0000E+00
       9.13    -1.9797E-02     0.0000E+00
       9.14    -1.9615E-02     0.0000E+00
       9.15    -1.9435E-02     0.0000E+00
       9.16    -1.9256E-02     0.0000E+00
       9.17    -1.9078E-02     0.0000E+00
       9.18    -1.8902E-02     0.0000E+00
       9.19    -1.8728E-02     0.0000E+00
       9.20    -1.8555E-02     0.0000E+00
       9.21    -1.8384E-02     0.0000E+00
       9.22    -1.8214E-02     0.0000E+00
       9.23    -1.8046E-02     0.0000E+00
       9.24    -1.7879E-02     0.0000E+00
       9.25    -1.7713E-02     0.0000E+00
       9.26    -1.7549E-02     0.0000E+00
       9.27    -1.7387E-02     0.0000E+00
       9.28    -1.7226E-02     0.0000E+00
       9.29    -1.7066E-02     0.0000E+00
       9.30    -1.6908E-02     0.0000E+00
       9.31    -1.6751E-02     0.0000E+00
       9.32    -1.6596E-02     0.0000E+00
       9.33    -1.6442E-02     0.0000E+00
       9.34    -1.6289E-02     0.0000E+00
       9.35    -1.6137E-02     0.0000E+00
       9.36    -1.5987E-02     0.0000E+00
       9.37    -1.5839E-02     0.0000E+00
       9.38    -1.5691E-02     0.0000E+00
       9.39    -1.5545E-02     0.0000E+00
       9.40    -1.5401E-02     0.0000E+00
       9.41    -1.5257E-02     0.0000E+00
       9.42    -1.5115E-02     0.0000E+00
       9.43    -1.4974E-02     0.0000E+00
       9.44    -1.4835E-02     0.0000E+00
       9.45    -1.4696E-02     0.0000E+00
       9.46    -1.4559E-02     0.0000E+00
       9.47    -1.4423E-02     0.0000E+00
       9.48    -1.4288E-02     0.0000E+00
       9.49    -1.4155E-02     0.0000E+00
       9.50    -1.4023E-02     0.0000E+00
       9.51    -1.3892E-02     0.0000E+00
       9.52    -1.3762E-02     0.0000E+00
       9.53    -1.3633E-02     0.0000E+00
       9.54    -1.3505E-02     0.0000E+00
       9.55    -1.3379E-02     0.0000E+00
       9.56    -1.3254E-02     0.0000E+00
       9.57    -1.3130E-02     0.0000E+00
       9.58    -1.3007E-02     0.0000E+00
       9.59    -1.2885E-02     0.0000E+00
       9.60    -1.2764E-02     0.0000E+00
       9.61    -1.2644E-02     0.0000E+00
       9.62    -1.2526E-02     0.0000E+00
       9.63    -1.2408E-02     0.0000E+00
       9.64    -1.2291E-02     0.0000E+00
       9.65    -1.2176E-02     0.0000E+00
       9.66    -1.2062E-02     0.0000E+00
       9.67    -1.1948E-02     0.0000E+00
       9.68    -1.1836E-02     0.0000E+00
       9.69    -1.1725E-02     0.0000E+00
       9.70    -1.1615E-02     0.0000E+00
       9.71    -1.1505E-02     0.0000E+00
       9.72    -1.1397E-02     0.0000E+00
       9.73    -1.1290E-02     0.0000E+00
       9.74    -1.1183E-02     0.0000E+00
       9.75    -1.1078E-02     0.0000E+00
       9.76    -1.0974E-02     0.0000E+00
       9.77    -1.0870E-02     0.0000E+00
       9.78    -1.0768E-02     0.0000E+00
       9.79    -1.0667E-02     0.0000E+00
       9.80    -1.0566E-02     0.0000E+00
       9.81    -1.0466E-02     0.0000E+00
       9.82    -1.0368E-02     0.0000E+00
       9.83    -1.0270E-02     0.0000E+00
       9.84    -1.0173E-02     0.0000E+00
       9.85    -1.0077E-02     0.0000E+00
       9.86    -9.9816E-03     0.0000E+00
       9.87    -9.8873E-03     0.0000E+00
       9.88    -9.7939E-03     0.0000E+00
       9.89    -9.7014E-03     0.0000E+00
       9.90    -9.6097E-03     0.0000E+00
       9.91    -9.5188E-03     0.0000E+00
       9.92    -9.4288E-03     0.0000E+00
       9.93    -9.3397E-03     0.0000E+00
       9.94    -9.2513E-03     0.0000E+00
       9.95    -9.1638E-03     0.0000E+00
       9.96    -9.0771E-03     0.0000E+00
       9.97    -8.9911E-03     0.0000E+00
       9.98    -8.9060E-03     0.0000E+00
       9.99    -8.8217E-03     0.0000E+00
      10.00    -8.7381E-03     0.0000E+00
      10.01    -8.6554E-03     0.0000E+00
      10.02    -8.5734E-03     0.0000E+00
      10.03    -8.4921E-03     0.0000E+00
      10.04    -8.4116E-03     0.0000E+00
      10.05    -8.3319E-03     0.0000E+00
      10.06    -8.2529E-03     0.0000E+00
      10.07    -8.1746E-03     0.0000E+00
      10.08    -8.0971E-03     0.0000E+00
      10.09    -8.0202E-03     0.0000E+00
      10.10    -7.9441E-03     0.0000E+00
      10.11    -7.8687E-03     0.0000E+00
      10.12    -7.7940E-03     0.0000E+00
      10.13    -7.7201E-03     0.0000E+00
      10.14    -7.6467E-03     0.0000E+00
      10.15    -7.5741E-03     0.0000E+00
      10.16    -7.5022E-03     0.0000E+00
      10.17    -7.4309E-03     0.0000E+00
      10.18    -7.3603E-03     0.0000E+00
      10.19    -7.2904E-03     0.0000E+00
      10.20    -7.2211E-03     0.0000E+00
      10.21    -7.1524E-03     0.0000E+00
      10.22    -7.0844E-03     0.0000E+00
      10.23    -7.0171E-03     0.0000E+00
      10.24    -6.9503E-03     0.0000E+00
      10.25    -6.8842E-03     0.0000E+00
      10.26    -6.8187E-03     0.0000E+00
      10.27    -6.7539E-03     0.0000E+00
      10.28    -6.6896E-03     0.0000E+00
      10.29    -6.6259E-03     0.0000E+00
      10.30    -6.5629E-03     0.0000E+00
      10.31    -6.5004E-03     0.0000E+00
      10.32    -6.4385E-03     0.0000E+00
      10.33    -6.3772E-03     0.0000E+00
      10.34    -6.3165E-03     0.0000E+00
      10.35    -6.2563E-03     0.0000E+00
      10.36    -6.1967E-03     0.0000E+00
      10.37    -6.1377E-03     0.0000E+00
      10.38    -6.0792E-03     0.0000E+00
      10.39    -6.0213E-03     0.0000E+00
      10.40    -5.9639E-03     0.0000E+00
      10.41    -5.9070E-03     0.0000E+00
      10.42    -5.8507E-03     0.0000E+00
      10.43    -5.7949E-03     0.0000E+00
      10.44    -5.7397E-03     0.0000E+00
      10.45    -5.6850E-03     0.0000E+00
      10.46    -5.6307E-03     0.0000E+00
      10.47    -5.5770E-03     0.0000E+00
      10.48    -5.5238E-03     0.0000E+00
      10.49    -5.4711E-03     0.0000E+00
      10.50    -5.4189E-03     0.0000E+00
      10.51    -5.3672E-03     0.0000E+00
      10.52    -5.3160E-03     0.0000E+00
      10.53    -5.2653E-03     0.0000E+00
      10.54    -5.2150E-03     0.0000E+00
      10.55    -5.1652E-03     0.0000E+00
      10.56    -5.1159E-03     0.0000E+00
      10.57    -5.0671E-03     0.0000E+00
      10.58    -5.0187E-03     0.0000E+00
      10.59    -4.9708E-03     0.0000E+00
      10.60    -4.9233E-03     0.0000E+00
      10.61    -4.8763E-03     0.0000E+00
      10.62    -4.8297E-03     0.0000E+00
      10.63    -4.7836E-03     0.0000E+00
      10.64    -4.7379E-03     0.0000E+00
      10.65    -4.6926E-03     0.0000E+00
      10.66    -4.6478E-03     0.0000E+00
      10.67    -4.6034E-03     0.0000E+00
      10.68    -4.5594E-03     0.0000E+00
      10.69    -4.5158E-03     0.0000E+00
      10.70    -4.4727E-03     0.0000E+00
      10.71    -4.4299E-03     0.0000E+00
      10.72    -4.3876E-03     0.0000E+00
      10.73    -4.3456E-03     0.0000E+00
      10.74    -4.3041E-03     0.0000E+00
      10.75    -4.2629E-03     0.0000E+00
      10.76    -4.2222E-03     0.0000E+00
      10.77    -4.1818E-03     0.0000E+00
      10.78    -4.1418E-03     0.0000E+00
      10.79    -4.1022E-03     0.0000E+00
      10.80    -4.0630E-03     0.0000E+00
      10.81    -4.0241E-03     0.0000E+00
      10.82    -3.9856E-03     0.0000E+00
      10.83    -3.9475E-03     0.0000E+00
      10.84    -3.9097E-03     0.0000E+00
      10.85    -3.8723E-03     0.0000E+00
      10.86    -3.8353E-03     0.0000E+00
      10.87    -3.7986E-03     0.0000E+00
      10.88    -3.7622E-03     0.0000E+00
      10.89    -3.7262E-03     0.0000E+00
      10.90    -3.6906E-03     0.0000E+00
      10.91    -3.6553E-03     0.0000E+00
      10.92    -3.6203E-03     0.0000E+00
      10.93    -3.5856E-03     0.0000E+00
      10.94    -3.5513E-03     0.0000E+00
      10.95    -3.5173E-03     0.0000E+00
      10.96    -3.4837E-03     0.0000E+00
      10.97    -3.4503E-03     0.0000E+00
      10.98    -3.4173E-03     0.0000E+00
      10.99    -3.3846E-03     0.0000E+00
      11.00    -3.3522E-03     0.0000E+00
      11.01    -3.3201E-03     0.0000E+00
      11.02    -3.2883E-03     0.0000E+00
      11.03    -3.2568E-03     0.0000E+00
      11.04    -3.2256E-03     0.0000E+00
      11.05    -3.1947E-03     0.0000E+00
      11.06    -3.1641E-03     0.0000E+00
      11.07    -3.1338E-03     0.0000E+00
      11.08    -3.1038E-03     0.0000E+00
      11.09    -3.0741E-03     0.0000E+00
      11.10    -3.0447E-03     0.0000E+00
      11.11    -3.0155E-03     0.0000E+00
      11.12    -2.9866E-03     0.0000E+00
      11.13    -2.9580E-03     0.0000E+00
      11.14    -2.9297E-03     0.0000E+00
      11.15    -2.9016E-03     0.0000E+00
      11.16    -2.8738E-03     0.0000E+00
      11.17    -2.8463E-03     0.0000E+00
      11.18    -2.8190E-03     0.0000E+00
      11.19    -2.7920E-03     0.0000E+00
      11.20    -2.7653E-03     0.0000E+00
      11.21    -2.7388E-03     0.0000E+00
      11.22    -2.7125E-03     0.0000E+00
      11.23    -2.6866E-03     0.0000E+00
      11.24    -2.6608E-03     0.0000E+00
      11.25    -2.6353E-03     0.0000E+00
      11.26    -2.6101E-03     0.0000E+00
      11.27    -2.5851E-03     0.0000E+00
      11.28    -2.5603E-03     0.0000E+00
      11.29    -2.5358E-03     0.0000E+00
      11.30    -2.5115E-03     0.0000E+00
      11.31    -2.4874E-03     0.0000E+00
      11.32    -2.4636E-03     0.0000E+00
      11.33    -2.4400E-03     0.0000E+00
      11.34    -2.4166E-03     0.0000E+00
      11.35    -2.3934E-03     0.0000E+00
      11.36    -2.3705E-03     0.0000E+00
      11.37    -2.3478E-03     0.0000E+00
      11.38    -2.3253E-03     0.0000E+00
      11.39    -2.3030E-03     0.0000E+00
      11.40    -2.2809E-03     0.0000E+00
      11.41    -2.2591E-03     0.0000E+00
      11.42    -2.2374E-03     0.0000E+00
      11.43    -2.2160E-03     0.0000E+00
      11.44    -2.1947E-03     0.0000E+00
      11.45    -2.1737E-03     0.0000E+00
      11.46    -2.1529E-03     0.0000E+00
      11.47    -2.1322E-03     0.0000E+00
      11.48    -2.1118E-03     0.0000E+00
      11.49    -2.0916E-03     0.0000E+00
      11.50    -2.0715E-03     0.0000E+00
      11.51    -2.0517E-03     0.0000E+00
      11.52    -2.0320E-03     0.0000E+00
      11.53    -2.0125E-03     0.0000E+00
      11.54    -1.9932E-03     0.0000E+00
      11.55    -1.9741E-03     0.0000E+00
      11.56    -1.9552E-03     0.0000E+00
      11.57    -1.9365E-03     0.0000E+00
      11.58    -1.9179E-03     0.0000E+00
      11.59    -1.8996E-03     0.0000E+00
      11.60    -1.8813E-03     0.0000E+00
      11.61    -1.8633E-03     0.0000E+00
      11.62    -1.8455E-03     0.0000E+00
      11.63    -1.8278E-03     0.0000E+00
      11.64    -1.8103E-03     0.0000E+00
      11.65    -1.7929E-03     0.0000E+00
      11.66    -1.7757E-03     0.0000E+00
      11.67    -1.7587E-03     0.0000E+00
      11.68    -1.7419E-03     0.0000E+00
      11.69    -1.7252E-03     0.0000E+00
      11.70    -1.7086E-03     0.0000E+00
      11.71    -1.6923E-03     0.0000E+00
      11.72    -1.6760E-03     0.0000E+00
      11.73    -1.6600E-03     0.0000E+00
      11.74    -1.6441E-03     0.0000E+00
      11.75    -1.6283E-03     0.0000E+00
      11.76    -1.6127E-03     0.0000E+00
      11.77    -1.5973E-03     0.0000E+00
      11.78    -1.5820E-03     0.0000E+00
      11.79    -1.5668E-03     0.0000E+00
      11.80    -1.5518E-03     0.0000E+00
      11.81    -1.5369E-03     0.0000E+00
      11.82    -1.5222E-03     0.0000E+00
      11.83    -1.5076E-03     0.0000E+00
      11.84    -1.4932E-03     0.0000E+00
      11.85    -1.4788E-03     0.0000E+00
      11.86    -1.4647E-03     0.0000E+00
      11.87    -1.4506E-03     0.0000E+00
      11.88    -1.4367E-03     0.0000E+00
      11.89    -1.4230E-03     0.0000E+00
      11.90    -1.4093E-03     0.0000E+00
      11.91    -1.3958E-03     0.0000E+00
      11.92    -1.3825E-03     0.0000E+00
      11.93    -1.3692E-03     0.0000E+00
      11.94    -1.3561E-03     0.0000E+00
      11.95    -1.3431E-03     0.0000E+00
      11.96    -1.3302E-03     0.0000E+00
      11.97    -1.3175E-03     0.0000E+00
      11.98    -1.3049E-03     0.0000E+00
      11.99    -1.2924E-03     0.0000E+00
      12.00    -1.2800E-03     0.0000E+00
      12.01    -1.2677E-03     0.0000E+00
      12.02    -1.2556E-03     0.0000E+00
      12.03    -1.2436E-03     0.0000E+00
      12.04    -1.2317E-03     0.0000E+00
      12.05    -1.2199E-03     0.0000E+00
      12.06    -1.2082E-03     0.0000E+00
      12.07    -1.1966E-03     0.0000E+00
      12.08    -1.1851E-03     0.0000E+00
      12.09    -1.1738E-03     0.0000E+00
      12.10    -1.1626E-03     0.0000E+00
      12.11    -1.1514E-03     0.0000E+00
      12.12    -1.1404E-03     0.0000E+00
      12.13    -1.1295E-03     0.0000E+00
      12.14    -1.1187E-03     0.0000E+00
      12.15    -1.1079E-03     0.0000E+00
      12.16    -1.0973E-03     0.0000E+00
      12.17    -1.0868E-03     0.0000E+00
      12.18    -1.0764E-03     0.0000E+00
      12.19    -1.0661E-03     0.0000E+00
      12.20    -1.0559E-03     0.0000E+00
      12.21    -1.0458E-03     0.0000E+00
      12.22    -1.0358E-03     0.0000E+00
      12.23    -1.0259E-03     0.0000E+00
      12.24    -1.0160E-03     0.0000E+00
      12.25    -1.0063E-03     0.0000E+00
      12.26    -9.9668E-04     0.0000E+00
      12.27    -9.8714E-04     0.0000E+00
      12.28    -9.7769E-04     0.0000E+00
      12.29    -9.6833E-04     0.0000E+00
      12.30    -9.5906E-04     0.0000E+00
      12.31    -9.4988E-04     0.0000E+00
      12.32    -9.4079E-04     0.0000E+00
      12.33    -9.3178E-04     0.0000E+00
      12.34    -9.2286E-04     0.0000E+00
      12.35    -9.1403E-04     0.0000E+00
      12.36    -9.0528E-04     0.0000E+00
      12.37    -8.9662E-04     0.0000E+00
      12.38    -8.8804E-04     0.0000E+00
      12.39    -8.7954E-04     0.0000E+00
      12.40    -8.7112E-04     0.0000E+00
      12.41    -8.6279E-04     0.0000E+00
      12.42    -8.5453E-04     0.0000E+00
      12.43    -8.4635E-04     0.0000E+00
      12.44    -8.3826E-04     0.0000E+00
      12.45    -8.3023E-04     0.0000E+00
      12.46    -8.2229E-04     0.0000E+00
      12.47    -8.1442E-04     0.0000E+00
      12.48    -8.0663E-04     0.0000E+00
      12.49    -7.9891E-04     0.0000E+00
      12.50    -7.9127E-04     0.0000E+00
      12.51    -7.8370E-04     0.0000E+00
      12.52    -7.7621E-04     0.0000E+00
      12.53    -7.6878E-04     0.0000E+00
      12.54    -7.6143E-04     0.0000E+00
      12.55    -7.5414E-04     0.0000E+00
      12.56    -7.4693E-04     0.0000E+00
      12.57    -7.3979E-04     0.0000E+00
      12.58    -7.3271E-04     0.0000E+00
      12.59    -7.2570E-04     0.0000E+00
      12.60    -7.1876E-04     0.0000E+00
      12.61    -7.1189E-04     0.0000E+00
      12.62    -7.0508E-04     0.0000E+00
      12.63    -6.9834E-04     0.0000E+00
      12.64    -6.9166E-04     0.0000E+00
      12.65    -6.8505E-04     0.0000E+00
      12.66    -6.7850E-04     0.0000E+00
      12.67    -6.7201E-04     0.0000E+00
      12.68    -6.6559E-04     0.0000E+00
      12.69    -6.5922E-04     0.0000E+00
      12.70    -6.5292E-04     0.0000E+00
      12.71    -6.4668E-04     0.0000E+00
      12.72    -6.4050E-04     0.0000E+00
      12.73    -6.3437E-04     0.0000E+00
      12.74    -6.2831E-04     0.0000E+00
      12.75    -6.2230E-04     0.0000E+00
      12.76    -6.1636E-04     0.0000E+00
      12.77    -6.1047E-04     0.0000E+00
      12.78    -6.0463E-04     0.0000E+00
      12.79    -5.9885E-04     0.0000E+00
      12.80    -5.9313E-04     0.0000E+00
      12.81    -5.8746E-04     0.0000E+00
      12.82    -5.8185E-04     0.0000E+00
      12.83    -5.7629E-04     0.0000E+00
      12.84    -5.7078E-04     0.0000E+00
      12.85    -5.6533E-04     0.0000E+00
      12.86    -5.5993E-04     0.0000E+00
      12.87    -5.5458E-04     0.0000E+00
      12.88    -5.4928E-04     0.0000E+00
      12.89    -5.4403E-04     0.0000E+00
      12.90    -5.3883E-04     0.0000E+00
      12.91    -5.3369E-04     0.0000E+00
      12.92    -5.2859E-04     0.0000E+00
      12.93    -5.2354E-04     0.0000E+00
      12.94    -5.1854E-04     0.0000E+00
      12.95    -5.1359E-04     0.0000E+00
      12.96    -5.0868E-04     0.0000E+00
      12.97    -5.0382E-04     0.0000E+00
      12.98    -4.9901E-04     0.0000E+00
      12.99    -4.9425E-04     0.0000E+00
      13.00    -4.8953E-04     0.0000E+00
      13.01    -4.8485E-04     0.0000E+00
      13.02    -4.8022E-04     0.0000E+00
      13.03    -4.7564E-04     0.0000E+00
      13.04    -4.7110E-04     0.0000E+00
      13.05    -4.6660E-04     0.0000E+00
      13.06    -4.6214E-04     0.0000E+00
      13.07    -4.5773E-04     0.0000E+00
      13.08    -4.5336E-04     0.0000E+00
      13.09    -4.4903E-04     0.0000E+00
      13.10    -4.4475E-04     0.0000E+00
      13.11    -4.4050E-04     0.0000E+00
      13.12    -4.3630E-04     0.0000E+00
      13.13    -4.3213E-04     0.0000E+00
      13.14    -4.2801E-04     0.0000E+00
      13.15    -4.2392E-04     0.0000E+00
      13.16    -4.1988E-04     0.0000E+00
      13.17    -4.1587E-04     0.0000E+00
      13.18    -4.1190E-04     0.0000E+00
      13.19    -4.0797E-04     0.0000E+00
      13.20    -4.0408E-04     0.0000E+00
      13.21    -4.0023E-04     0.0000E+00
      13.22    -3.9641E-04     0.0000E+00
      13.23    -3.9263E-04     0.0000E+00
      13.24    -3.8888E-04     0.0000E+00
      13.25    -3.8517E-04     0.0000E+00
      13.26    -3.8150E-04     0.0000E+00
