#   2H + 116Sn elastic scattering Elab=183 Mev
# --------- Optical Potential ---------  
#     r(fm)       V(MeV)       W(MeV)
      15.91         4.5243    -1.8808E-03
      15.92         4.5215    -1.8590E-03
      15.93         4.5186    -1.8375E-03
      15.94         4.5158    -1.8162E-03
      15.95         4.5130    -1.7951E-03
      15.96         4.5102    -1.7743E-03
      15.97         4.5074    -1.7538E-03
      15.98         4.5046    -1.7335E-03
      15.99         4.5017    -1.7134E-03
      16.00         4.4989    -1.6935E-03
      16.01         4.4961    -1.6739E-03
      16.02         4.4934    -1.6545E-03
      16.03         4.4906    -1.6353E-03
      16.04         4.4878    -1.6164E-03
      16.05         4.4850    -1.5977E-03
      16.06         4.4822    -1.5791E-03
      16.07         4.4794    -1.5608E-03
      16.08         4.4766    -1.5428E-03
      16.09         4.4739    -1.5249E-03
      16.10         4.4711    -1.5072E-03
      16.11         4.4683    -1.4898E-03
      16.12         4.4656    -1.4725E-03
      16.13         4.4628    -1.4554E-03
      16.14         4.4601    -1.4386E-03
      16.15         4.4573    -1.4219E-03
      16.16         4.4546    -1.4054E-03
      16.17         4.4518    -1.3891E-03
      16.18         4.4491    -1.3731E-03
      16.19         4.4463    -1.3571E-03
      16.20         4.4436    -1.3414E-03
      16.21         4.4409    -1.3259E-03
      16.22         4.4381    -1.3105E-03
      16.23         4.4354    -1.2953E-03
      16.24         4.4327    -1.2803E-03
      16.25         4.4300    -1.2655E-03
      16.26         4.4273    -1.2508E-03
      16.27         4.4245    -1.2363E-03
      16.28         4.4218    -1.2220E-03
      16.29         4.4191    -1.2078E-03
      16.30         4.4164    -1.1939E-03
      16.31         4.4137    -1.1800E-03
      16.32         4.4110    -1.1663E-03
      16.33         4.4083    -1.1528E-03
      16.34         4.4056    -1.1395E-03
      16.35         4.4030    -1.1263E-03
      16.36         4.4003    -1.1132E-03
      16.37         4.3976    -1.1003E-03
      16.38         4.3949    -1.0876E-03
      16.39         4.3922    -1.0750E-03
      16.40         4.3896    -1.0625E-03
      16.41         4.3869    -1.0502E-03
      16.42         4.3842    -1.0380E-03
      16.43         4.3816    -1.0260E-03
      16.44         4.3789    -1.0141E-03
      16.45         4.3763    -1.0024E-03
      16.46         4.3736    -9.9076E-04
      16.47         4.3710    -9.7928E-04
      16.48         4.3683    -9.6793E-04
      16.49         4.3657    -9.5672E-04
      16.50         4.3630    -9.4563E-04
      16.51         4.3604    -9.3468E-04
      16.52         4.3578    -9.2385E-04
      16.53         4.3551    -9.1314E-04
      16.54         4.3525    -9.0256E-04
      16.55         4.3499    -8.9210E-04
      16.56         4.3473    -8.8177E-04
      16.57         4.3446    -8.7155E-04
      16.58         4.3420    -8.6145E-04
      16.59         4.3394    -8.5147E-04
      16.60         4.3368    -8.4161E-04
      16.61         4.3342    -8.3185E-04
      16.62         4.3316    -8.2222E-04
      16.63         4.3290    -8.1269E-04
      16.64         4.3264    -8.0327E-04
      16.65         4.3238    -7.9396E-04
      16.66         4.3212    -7.8476E-04
      16.67         4.3186    -7.7567E-04
      16.68         4.3160    -7.6668E-04
      16.69         4.3135    -7.5780E-04
      16.70         4.3109    -7.4902E-04
      16.71         4.3083    -7.4034E-04
      16.72         4.3057    -7.3176E-04
      16.73         4.3032    -7.2328E-04
      16.74         4.3006    -7.1490E-04
      16.75         4.2980    -7.0662E-04
      16.76         4.2955    -6.9843E-04
      16.77         4.2929    -6.9034E-04
      16.78         4.2904    -6.8234E-04
      16.79         4.2878    -6.7444E-04
      16.80         4.2853    -6.6662E-04
      16.81         4.2827    -6.5890E-04
      16.82         4.2802    -6.5126E-04
      16.83         4.2776    -6.4372E-04
      16.84         4.2751    -6.3626E-04
      16.85         4.2726    -6.2888E-04
      16.86         4.2700    -6.2160E-04
      16.87         4.2675    -6.1440E-04
      16.88         4.2650    -6.0728E-04
      16.89         4.2625    -6.0024E-04
      16.90         4.2599    -5.9329E-04
      16.91         4.2574    -5.8641E-04
      16.92         4.2549    -5.7962E-04
      16.93         4.2524    -5.7290E-04
      16.94         4.2499    -5.6626E-04
      16.95         4.2474    -5.5970E-04
      16.96         4.2449    -5.5322E-04
      16.97         4.2424    -5.4681E-04
      16.98         4.2399    -5.4047E-04
      16.99         4.2374    -5.3421E-04
      17.00         4.2349    -5.2802E-04
      17.01         4.2324    -5.2190E-04
      17.02         4.2300    -5.1585E-04
      17.03         4.2275    -5.0987E-04
      17.04         4.2250    -5.0397E-04
      17.05         4.2225    -4.9813E-04
      17.06         4.2200    -4.9236E-04
      17.07         4.2176    -4.8665E-04
      17.08         4.2151    -4.8101E-04
      17.09         4.2126    -4.7544E-04
      17.10         4.2102    -4.6993E-04
      17.11         4.2077    -4.6448E-04
      17.12         4.2053    -4.5910E-04
      17.13         4.2028    -4.5378E-04
      17.14         4.2004    -4.4852E-04
      17.15         4.1979    -4.4333E-04
      17.16         4.1955    -4.3819E-04
      17.17         4.1930    -4.3311E-04
      17.18         4.1906    -4.2809E-04
      17.19         4.1882    -4.2313E-04
      17.20         4.1857    -4.1823E-04
      17.21         4.1833    -4.1339E-04
      17.22         4.1809    -4.0860E-04
      17.23         4.1785    -4.0386E-04
      17.24         4.1760    -3.9918E-04
      17.25         4.1736    -3.9456E-04
      17.26         4.1712    -3.8998E-04
      17.27         4.1688    -3.8547E-04
      17.28         4.1664    -3.8100E-04
      17.29         4.1640    -3.7658E-04
      17.30         4.1616    -3.7222E-04
      17.31         4.1592    -3.6791E-04
      17.32         4.1568    -3.6365E-04
      17.33         4.1544    -3.5943E-04
      17.34         4.1520    -3.5527E-04
      17.35         4.1496    -3.5115E-04
      17.36         4.1472    -3.4708E-04
      17.37         4.1448    -3.4306E-04
      17.38         4.1424    -3.3908E-04
      17.39         4.1400    -3.3516E-04
      17.40         4.1377    -3.3127E-04
      17.41         4.1353    -3.2743E-04
      17.42         4.1329    -3.2364E-04
      17.43         4.1306    -3.1989E-04
      17.44         4.1282    -3.1618E-04
      17.45         4.1258    -3.1252E-04
      17.46         4.1235    -3.0890E-04
      17.47         4.1211    -3.0532E-04
      17.48         4.1187    -3.0178E-04
      17.49         4.1164    -2.9828E-04
      17.50         4.1140    -2.9483E-04
      17.51         4.1117    -2.9141E-04
      17.52         4.1093    -2.8804E-04
      17.53         4.1070    -2.8470E-04
      17.54         4.1047    -2.8140E-04
      17.55         4.1023    -2.7814E-04
      17.56         4.1000    -2.7492E-04
      17.57         4.0977    -2.7173E-04
      17.58         4.0953    -2.6858E-04
      17.59         4.0930    -2.6547E-04
      17.60         4.0907    -2.6239E-04
      17.61         4.0884    -2.5935E-04
      17.62         4.0860    -2.5635E-04
      17.63         4.0837    -2.5338E-04
      17.64         4.0814    -2.5044E-04
      17.65         4.0791    -2.4754E-04
      17.66         4.0768    -2.4467E-04
      17.67         4.0745    -2.4184E-04
      17.68         4.0722    -2.3903E-04
      17.69         4.0699    -2.3626E-04
      17.70         4.0676    -2.3353E-04
      17.71         4.0653    -2.3082E-04
      17.72         4.0630    -2.2815E-04
      17.73         4.0607    -2.2550E-04
      17.74         4.0584    -2.2289E-04
      17.75         4.0561    -2.2031E-04
      17.76         4.0539    -2.1775E-04
      17.77         4.0516    -2.1523E-04
      17.78         4.0493    -2.1274E-04
      17.79         4.0470    -2.1027E-04
      17.80         4.0447    -2.0784E-04
      17.81         4.0425    -2.0543E-04
      17.82         4.0402    -2.0305E-04
      17.83         4.0379    -2.0069E-04
      17.84         4.0357    -1.9837E-04
      17.85         4.0334    -1.9607E-04
      17.86         4.0312    -1.9380E-04
      17.87         4.0289    -1.9155E-04
      17.88         4.0267    -1.8933E-04
      17.89         4.0244    -1.8714E-04
      17.90         4.0222    -1.8497E-04
      17.91         4.0199    -1.8283E-04
      17.92         4.0177    -1.8071E-04
      17.93         4.0154    -1.7862E-04
      17.94         4.0132    -1.7655E-04
      17.95         4.0110    -1.7450E-04
      17.96         4.0087    -1.7248E-04
      17.97         4.0065    -1.7048E-04
      17.98         4.0043    -1.6850E-04
      17.99         4.0020    -1.6655E-04
      18.00         3.9998    -1.6462E-04
      18.01         3.9976    -1.6271E-04
      18.02         3.9954    -1.6083E-04
      18.03         3.9932    -1.5897E-04
      18.04         3.9910    -1.5712E-04
      18.05         3.9887    -1.5530E-04
      18.06         3.9865    -1.5350E-04
      18.07         3.9843    -1.5172E-04
      18.08         3.9821    -1.4997E-04
      18.09         3.9799    -1.4823E-04
      18.10         3.9777    -1.4651E-04
      18.11         3.9755    -1.4481E-04
      18.12         3.9733    -1.4314E-04
      18.13         3.9712    -1.4148E-04
      18.14         3.9690    -1.3984E-04
      18.15         3.9668    -1.3822E-04
      18.16         3.9646    -1.3662E-04
      18.17         3.9624    -1.3503E-04
      18.18         3.9602    -1.3347E-04
      18.19         3.9581    -1.3192E-04
      18.20         3.9559    -1.3039E-04
      18.21         3.9537    -1.2888E-04
      18.22         3.9515    -1.2739E-04
      18.23         3.9494    -1.2591E-04
      18.24         3.9472    -1.2445E-04
      18.25         3.9451    -1.2301E-04
      18.26         3.9429    -1.2159E-04
      18.27         3.9407    -1.2018E-04
      18.28         3.9386    -1.1878E-04
      18.29         3.9364    -1.1741E-04
      18.30         3.9343    -1.1605E-04
      18.31         3.9321    -1.1470E-04
      18.32         3.9300    -1.1337E-04
      18.33         3.9278    -1.1206E-04
      18.34         3.9257    -1.1076E-04
      18.35         3.9236    -1.0948E-04
      18.36         3.9214    -1.0821E-04
      18.37         3.9193    -1.0696E-04
      18.38         3.9172    -1.0572E-04
      18.39         3.9150    -1.0449E-04
      18.40         3.9129    -1.0328E-04
      18.41         3.9108    -1.0208E-04
      18.42         3.9087    -1.0090E-04
      18.43         3.9065    -9.9732E-05
      18.44         3.9044    -9.8576E-05
      18.45         3.9023    -9.7434E-05
      18.46         3.9002    -9.6305E-05
      18.47         3.8981    -9.5189E-05
      18.48         3.8960    -9.4086E-05
      18.49         3.8939    -9.2996E-05
      18.50         3.8918    -9.1919E-05
      18.51         3.8897    -9.0853E-05
      18.52         3.8876    -8.9801E-05
      18.53         3.8855    -8.8760E-05
      18.54         3.8834    -8.7732E-05
      18.55         3.8813    -8.6715E-05
      18.56         3.8792    -8.5710E-05
      18.57         3.8771    -8.4717E-05
      18.58         3.8750    -8.3736E-05
      18.59         3.8729    -8.2765E-05
      18.60         3.8708    -8.1806E-05
      18.61         3.8688    -8.0858E-05
      18.62         3.8667    -7.9921E-05
      18.63         3.8646    -7.8995E-05
      18.64         3.8625    -7.8080E-05
      18.65         3.8605    -7.7175E-05
      18.66         3.8584    -7.6281E-05
      18.67         3.8563    -7.5397E-05
      18.68         3.8543    -7.4523E-05
      18.69         3.8522    -7.3660E-05
      18.70         3.8501    -7.2806E-05
      18.71         3.8481    -7.1963E-05
      18.72         3.8460    -7.1129E-05
      18.73         3.8440    -7.0305E-05
      18.74         3.8419    -6.9490E-05
      18.75         3.8399    -6.8685E-05
      18.76         3.8378    -6.7889E-05
      18.77         3.8358    -6.7102E-05
      18.78         3.8337    -6.6325E-05
      18.79         3.8317    -6.5556E-05
      18.80         3.8297    -6.4797E-05
      18.81         3.8276    -6.4046E-05
      18.82         3.8256    -6.3304E-05
      18.83         3.8236    -6.2570E-05
      18.84         3.8215    -6.1845E-05
      18.85         3.8195    -6.1129E-05
      18.86         3.8175    -6.0420E-05
      18.87         3.8155    -5.9720E-05
      18.88         3.8134    -5.9028E-05
      18.89         3.8114    -5.8344E-05
      18.90         3.8094    -5.7668E-05
      18.91         3.8074    -5.7000E-05
      18.92         3.8054    -5.6339E-05
      18.93         3.8034    -5.5687E-05
      18.94         3.8014    -5.5041E-05
      18.95         3.7994    -5.4404E-05
      18.96         3.7974    -5.3773E-05
      18.97         3.7954    -5.3150E-05
      18.98         3.7934    -5.2534E-05
      18.99         3.7914    -5.1925E-05
      19.00         3.7894    -5.1324E-05
      19.01         3.7874    -5.0729E-05
      19.02         3.7854    -5.0141E-05
      19.03         3.7834    -4.9560E-05
      19.04         3.7814    -4.8986E-05
      19.05         3.7794    -4.8418E-05
      19.06         3.7774    -4.7857E-05
      19.07         3.7755    -4.7303E-05
      19.08         3.7735    -4.6755E-05
      19.09         3.7715    -4.6213E-05
      19.10         3.7695    -4.5677E-05
      19.11         3.7675    -4.5148E-05
      19.12         3.7656    -4.4625E-05
      19.13         3.7636    -4.4108E-05
      19.14         3.7616    -4.3597E-05
      19.15         3.7597    -4.3092E-05
      19.16         3.7577    -4.2592E-05
      19.17         3.7558    -4.2099E-05
      19.18         3.7538    -4.1611E-05
      19.19         3.7518    -4.1129E-05
      19.20         3.7499    -4.0652E-05
      19.21         3.7479    -4.0181E-05
      19.22         3.7460    -3.9716E-05
      19.23         3.7440    -3.9255E-05
      19.24         3.7421    -3.8801E-05
      19.25         3.7402    -3.8351E-05
      19.26         3.7382    -3.7907E-05
      19.27         3.7363    -3.7467E-05
      19.28         3.7343    -3.7033E-05
      19.29         3.7324    -3.6604E-05
      19.30         3.7305    -3.6180E-05
      19.31         3.7285    -3.5761E-05
      19.32         3.7266    -3.5346E-05
      19.33         3.7247    -3.4937E-05
      19.34         3.7227    -3.4532E-05
      19.35         3.7208    -3.4132E-05
      19.36         3.7189    -3.3736E-05
      19.37         3.7170    -3.3345E-05
      19.38         3.7151    -3.2959E-05
      19.39         3.7132    -3.2577E-05
      19.40         3.7112    -3.2200E-05
      19.41         3.7093    -3.1827E-05
      19.42         3.7074    -3.1458E-05
      19.43         3.7055    -3.1093E-05
      19.44         3.7036    -3.0733E-05
      19.45         3.7017    -3.0377E-05
      19.46         3.6998    -3.0025E-05
      19.47         3.6979    -2.9677E-05
      19.48         3.6960    -2.9333E-05
      19.49         3.6941    -2.8993E-05
      19.50         3.6922    -2.8657E-05
      19.51         3.6903    -2.8325E-05
      19.52         3.6884    -2.7997E-05
      19.53         3.6865    -2.7673E-05
      19.54         3.6846    -2.7352E-05
      19.55         3.6828    -2.7035E-05
      19.56         3.6809    -2.6722E-05
      19.57         3.6790    -2.6412E-05
      19.58         3.6771    -2.6106E-05
      19.59         3.6752    -2.5804E-05
      19.60         3.6734    -2.5505E-05
      19.61         3.6715    -2.5209E-05
      19.62         3.6696    -2.4917E-05
      19.63         3.6678    -2.4628E-05
      19.64         3.6659    -2.4343E-05
      19.65         3.6640    -2.4061E-05
      19.66         3.6622    -2.3782E-05
      19.67         3.6603    -2.3506E-05
      19.68         3.6584    -2.3234E-05
      19.69         3.6566    -2.2965E-05
      19.70         3.6547    -2.2699E-05
      19.71         3.6529    -2.2436E-05
      19.72         3.6510    -2.2176E-05
      19.73         3.6492    -2.1919E-05
      19.74         3.6473    -2.1665E-05
      19.75         3.6455    -2.1414E-05
      19.76         3.6436    -2.1166E-05
      19.77         3.6418    -2.0920E-05
      19.78         3.6399    -2.0678E-05
      19.79         3.6381    -2.0438E-05
      19.80         3.6363    -2.0201E-05
      19.81         3.6344    -1.9967E-05
      19.82         3.6326    -1.9736E-05
      19.83         3.6308    -1.9507E-05
      19.84         3.6289    -1.9281E-05
      19.85         3.6271    -1.9058E-05
      19.86         3.6253    -1.8837E-05
      19.87         3.6235    -1.8619E-05
      19.88         3.6216    -1.8403E-05
      19.89         3.6198    -1.8190E-05
      19.90         3.6180    -1.7979E-05
      19.91         3.6162    -1.7771E-05
      19.92         3.6144    -1.7565E-05
      19.93         3.6125    -1.7361E-05
      19.94         3.6107    -1.7160E-05
      19.95         3.6089    -1.6961E-05
      19.96         3.6071    -1.6765E-05
      19.97         3.6053    -1.6570E-05
      19.98         3.6035    -1.6378E-05
      19.99         3.6017    -1.6189E-05
      20.00         3.5999    -1.6001E-05
      20.01         3.5981    -1.5816E-05
      20.02         3.5963    -1.5632E-05
      20.03         3.5945    -1.5451E-05
      20.04         3.5927    -1.5272E-05
      20.05         3.5909    -1.5095E-05
      20.06         3.5891    -1.4920E-05
      20.07         3.5874    -1.4747E-05
      20.08         3.5856    -1.4577E-05
      20.09         3.5838    -1.4408E-05
      20.10         3.5820    -1.4241E-05
      20.11         3.5802    -1.4076E-05
      20.12         3.5784    -1.3913E-05
      20.13         3.5767    -1.3751E-05
      20.14         3.5749    -1.3592E-05
      20.15         3.5731    -1.3435E-05
      20.16         3.5713    -1.3279E-05
      20.17         3.5696    -1.3125E-05
      20.18         3.5678    -1.2973E-05
      20.19         3.5660    -1.2823E-05
      20.20         3.5643    -1.2674E-05
      20.21         3.5625    -1.2527E-05
      20.22         3.5607    -1.2382E-05
      20.23         3.5590    -1.2239E-05
      20.24         3.5572    -1.2097E-05
      20.25         3.5555    -1.1957E-05
      20.26         3.5537    -1.1818E-05
      20.27         3.5520    -1.1681E-05
      20.28         3.5502    -1.1546E-05
      20.29         3.5485    -1.1412E-05
      20.30         3.5467    -1.1280E-05
      20.31         3.5450    -1.1149E-05
      20.32         3.5432    -1.1020E-05
      20.33         3.5415    -1.0892E-05
      20.34         3.5397    -1.0766E-05
      20.35         3.5380    -1.0641E-05
      20.36         3.5363    -1.0518E-05
      20.37         3.5345    -1.0396E-05
      20.38         3.5328    -1.0276E-05
      20.39         3.5311    -1.0156E-05
      20.40         3.5293    -1.0039E-05
      20.41         3.5276    -9.9225E-06
      20.42         3.5259    -9.8075E-06
      20.43         3.5241    -9.6938E-06
      20.44         3.5224    -9.5815E-06
      20.45         3.5207    -9.4705E-06
      20.46         3.5190    -9.3607E-06
      20.47         3.5173    -9.2523E-06
      20.48         3.5155    -9.1451E-06
      20.49         3.5138    -9.0391E-06
      20.50         3.5121    -8.9344E-06
      20.51         3.5104    -8.8308E-06
      20.52         3.5087    -8.7285E-06
      20.53         3.5070    -8.6274E-06
      20.54         3.5053    -8.5274E-06
      20.55         3.5036    -8.4286E-06
      20.56         3.5019    -8.3309E-06
      20.57         3.5002    -8.2344E-06
      20.58         3.4985    -8.1390E-06
      20.59         3.4968    -8.0447E-06
      20.60         3.4951    -7.9515E-06
      20.61         3.4934    -7.8593E-06
      20.62         3.4917    -7.7683E-06
      20.63         3.4900    -7.6782E-06
      20.64         3.4883    -7.5893E-06
      20.65         3.4866    -7.5013E-06
      20.66         3.4849    -7.4144E-06
      20.67         3.4832    -7.3285E-06
      20.68         3.4815    -7.2436E-06
      20.69         3.4799    -7.1596E-06
      20.70         3.4782    -7.0767E-06
      20.71         3.4765    -6.9947E-06
      20.72         3.4748    -6.9136E-06
      20.73         3.4731    -6.8335E-06
      20.74         3.4715    -6.7543E-06
      20.75         3.4698    -6.6761E-06
      20.76         3.4681    -6.5987E-06
      20.77         3.4665    -6.5223E-06
      20.78         3.4648    -6.4467E-06
      20.79         3.4631    -6.3720E-06
      20.80         3.4615    -6.2981E-06
      20.81         3.4598    -6.2252E-06
      20.82         3.4581    -6.1530E-06
      20.83         3.4565    -6.0817E-06
      20.84         3.4548    -6.0113E-06
      20.85         3.4532    -5.9416E-06
      20.86         3.4515    -5.8728E-06
      20.87         3.4498    -5.8047E-06
      20.88         3.4482    -5.7375E-06
      20.89         3.4465    -5.6710E-06
      20.90         3.4449    -5.6053E-06
      20.91         3.4432    -5.5403E-06
      20.92         3.4416    -5.4761E-06
      20.93         3.4400    -5.4127E-06
      20.94         3.4383    -5.3499E-06
      20.95         3.4367    -5.2879E-06
      20.96         3.4350    -5.2267E-06
      20.97         3.4334    -5.1661E-06
      20.98         3.4318    -5.1062E-06
      20.99         3.4301    -5.0471E-06
      21.00         3.4285    -4.9886E-06
      21.01         3.4269    -4.9308E-06
      21.02         3.4252    -4.8737E-06
      21.03         3.4236    -4.8172E-06
      21.04         3.4220    -4.7614E-06
      21.05         3.4203    -4.7062E-06
      21.06         3.4187    -4.6517E-06
      21.07         3.4171    -4.5978E-06
      21.08         3.4155    -4.5445E-06
      21.09         3.4139    -4.4918E-06
      21.10         3.4122    -4.4398E-06
      21.11         3.4106    -4.3883E-06
      21.12         3.4090    -4.3375E-06
      21.13         3.4074    -4.2872E-06
      21.14         3.4058    -4.2375E-06
      21.15         3.4042    -4.1884E-06
      21.16         3.4026    -4.1399E-06
      21.17         3.4010    -4.0919E-06
      21.18         3.3993    -4.0445E-06
      21.19         3.3977    -3.9977E-06
      21.20         3.3961    -3.9513E-06
      21.21         3.3945    -3.9056E-06
      21.22         3.3929    -3.8603E-06
      21.23         3.3913    -3.8156E-06
      21.24         3.3897    -3.7714E-06
      21.25         3.3882    -3.7277E-06
      21.26         3.3866    -3.6845E-06
      21.27         3.3850    -3.6418E-06
      21.28         3.3834    -3.5996E-06
      21.29         3.3818    -3.5579E-06
      21.30         3.3802    -3.5166E-06
      21.31         3.3786    -3.4759E-06
      21.32         3.3770    -3.4356E-06
      21.33         3.3754    -3.3958E-06
      21.34         3.3739    -3.3565E-06
      21.35         3.3723    -3.3176E-06
      21.36         3.3707    -3.2791E-06
      21.37         3.3691    -3.2411E-06
      21.38         3.3676    -3.2036E-06
      21.39         3.3660    -3.1664E-06
      21.40         3.3644    -3.1298E-06
      21.41         3.3628    -3.0935E-06
      21.42         3.3613    -3.0576E-06
      21.43         3.3597    -3.0222E-06
      21.44         3.3581    -2.9872E-06
      21.45         3.3566    -2.9526E-06
      21.46         3.3550    -2.9184E-06
      21.47         3.3534    -2.8846E-06
      21.48         3.3519    -2.8511E-06
      21.49         3.3503    -2.8181E-06
      21.50         3.3488    -2.7854E-06
      21.51         3.3472    -2.7532E-06
      21.52         3.3456    -2.7213E-06
      21.53         3.3441    -2.6897E-06
      21.54         3.3425    -2.6586E-06
      21.55         3.3410    -2.6278E-06
      21.56         3.3394    -2.5973E-06
      21.57         3.3379    -2.5672E-06
      21.58         3.3363    -2.5375E-06
      21.59         3.3348    -2.5081E-06
      21.60         3.3333    -2.4790E-06
      21.61         3.3317    -2.4503E-06
      21.62         3.3302    -2.4219E-06
      21.63         3.3286    -2.3938E-06
      21.64         3.3271    -2.3661E-06
      21.65         3.3256    -2.3387E-06
      21.66         3.3240    -2.3116E-06
      21.67         3.3225    -2.2848E-06
      21.68         3.3210    -2.2583E-06
      21.69         3.3194    -2.2321E-06
      21.70         3.3179    -2.2063E-06
      21.71         3.3164    -2.1807E-06
      21.72         3.3148    -2.1554E-06
      21.73         3.3133    -2.1305E-06
      21.74         3.3118    -2.1058E-06
      21.75         3.3103    -2.0814E-06
      21.76         3.3087    -2.0573E-06
      21.77         3.3072    -2.0334E-06
      21.78         3.3057    -2.0099E-06
      21.79         3.3042    -1.9866E-06
      21.80         3.3027    -1.9636E-06
      21.81         3.3012    -1.9408E-06
      21.82         3.2996    -1.9183E-06
      21.83         3.2981    -1.8961E-06
      21.84         3.2966    -1.8741E-06
      21.85         3.2951    -1.8524E-06
      21.86         3.2936    -1.8309E-06
      21.87         3.2921    -1.8097E-06
      21.88         3.2906    -1.7887E-06
      21.89         3.2891    -1.7680E-06
      21.90         3.2876    -1.7475E-06
      21.91         3.2861    -1.7273E-06
      21.92         3.2846    -1.7073E-06
      21.93         3.2831    -1.6875E-06
      21.94         3.2816    -1.6679E-06
      21.95         3.2801    -1.6486E-06
      21.96         3.2786    -1.6295E-06
      21.97         3.2771    -1.6106E-06
      21.98         3.2756    -1.5920E-06
      21.99         3.2741    -1.5735E-06
      22.00         3.2726    -1.5553E-06
      22.01         3.2712    -1.5373E-06
      22.02         3.2697    -1.5194E-06
      22.03         3.2682    -1.5018E-06
      22.04         3.2667    -1.4844E-06
      22.05         3.2652    -1.4672E-06
      22.06         3.2637    -1.4502E-06
      22.07         3.2623    -1.4334E-06
      22.08         3.2608    -1.4168E-06
      22.09         3.2593    -1.4004E-06
      22.10         3.2578    -1.3842E-06
      22.11         3.2564    -1.3681E-06
      22.12         3.2549    -1.3523E-06
      22.13         3.2534    -1.3366E-06
      22.14         3.2520    -1.3211E-06
      22.15         3.2505    -1.3058E-06
      22.16         3.2490    -1.2907E-06
      22.17         3.2476    -1.2757E-06
      22.18         3.2461    -1.2609E-06
      22.19         3.2446    -1.2463E-06
      22.20         3.2432    -1.2319E-06
      22.21         3.2417    -1.2176E-06
      22.22         3.2402    -1.2035E-06
      22.23         3.2388    -1.1896E-06
      22.24         3.2373    -1.1758E-06
      22.25         3.2359    -1.1622E-06
      22.26         3.2344    -1.1487E-06
      22.27         3.2330    -1.1354E-06
      22.28         3.2315    -1.1222E-06
      22.29         3.2301    -1.1092E-06
      22.30         3.2286    -1.0964E-06
      22.31         3.2272    -1.0837E-06
      22.32         3.2257    -1.0711E-06
      22.33         3.2243    -1.0587E-06
      22.34         3.2228    -1.0464E-06
      22.35         3.2214    -1.0343E-06
      22.36         3.2200    -1.0223E-06
      22.37         3.2185    -1.0105E-06
      22.38         3.2171    -9.9876E-07
      22.39         3.2156    -9.8719E-07
      22.40         3.2142    -9.7575E-07
      22.41         3.2128    -9.6445E-07
      22.42         3.2113    -9.5327E-07
      22.43         3.2099    -9.4222E-07
      22.44         3.2085    -9.3131E-07
      22.45         3.2070    -9.2052E-07
      22.46         3.2056    -9.0985E-07
      22.47         3.2042    -8.9931E-07
      22.48         3.2028    -8.8889E-07
      22.49         3.2013    -8.7859E-07
      22.50         3.1999    -8.6841E-07
      22.51         3.1985    -8.5834E-07
      22.52         3.1971    -8.4840E-07
      22.53         3.1957    -8.3857E-07
      22.54         3.1942    -8.2885E-07
      22.55         3.1928    -8.1925E-07
      22.56         3.1914    -8.0975E-07
      22.57         3.1900    -8.0037E-07
      22.58         3.1886    -7.9110E-07
      22.59         3.1872    -7.8193E-07
      22.60         3.1858    -7.7287E-07
      22.61         3.1844    -7.6391E-07
      22.62         3.1829    -7.5506E-07
      22.63         3.1815    -7.4631E-07
      22.64         3.1801    -7.3766E-07
      22.65         3.1787    -7.2912E-07
      22.66         3.1773    -7.2067E-07
      22.67         3.1759    -7.1232E-07
      22.68         3.1745    -7.0406E-07
      22.69         3.1731    -6.9591E-07
      22.70         3.1717    -6.8784E-07
      22.71         3.1703    -6.7987E-07
      22.72         3.1689    -6.7199E-07
      22.73         3.1675    -6.6421E-07
      22.74         3.1662    -6.5651E-07
      22.75         3.1648    -6.4890E-07
      22.76         3.1634    -6.4138E-07
      22.77         3.1620    -6.3395E-07
      22.78         3.1606    -6.2661E-07
      22.79         3.1592    -6.1935E-07
      22.80         3.1578    -6.1217E-07
      22.81         3.1564    -6.0508E-07
      22.82         3.1551    -5.9806E-07
      22.83         3.1537    -5.9113E-07
      22.84         3.1523    -5.8428E-07
      22.85         3.1509    -5.7751E-07
      22.86         3.1495    -5.7082E-07
      22.87         3.1482    -5.6421E-07
      22.88         3.1468    -5.5767E-07
      22.89         3.1454    -5.5121E-07
      22.90         3.1440    -5.4482E-07
      22.91         3.1427    -5.3851E-07
      22.92         3.1413    -5.3227E-07
      22.93         3.1399    -5.2610E-07
      22.94         3.1385    -5.2000E-07
      22.95         3.1372    -5.1398E-07
      22.96         3.1358    -5.0802E-07
      22.97         3.1344    -5.0214E-07
      22.98         3.1331    -4.9632E-07
      22.99         3.1317    -4.9057E-07
      23.00         3.1304    -4.8488E-07
      23.01         3.1290    -4.7926E-07
      23.02         3.1276    -4.7371E-07
      23.03         3.1263    -4.6822E-07
      23.04         3.1249    -4.6280E-07
      23.05         3.1236    -4.5743E-07
      23.06         3.1222    -4.5213E-07
      23.07         3.1209    -4.4689E-07
      23.08         3.1195    -4.4172E-07
      23.09         3.1182    -4.3660E-07
      23.10         3.1168    -4.3154E-07
      23.11         3.1155    -4.2654E-07
      23.12         3.1141    -4.2160E-07
      23.13         3.1128    -4.1671E-07
      23.14         3.1114    -4.1188E-07
      23.15         3.1101    -4.0711E-07
      23.16         3.1087    -4.0239E-07
      23.17         3.1074    -3.9773E-07
      23.18         3.1061    -3.9312E-07
      23.19         3.1047    -3.8857E-07
      23.20         3.1034    -3.8406E-07
      23.21         3.1020    -3.7961E-07
      23.22         3.1007    -3.7521E-07
      23.23         3.0994    -3.7087E-07
