#   2H + 116Sn elastic scattering Elab=183 Mev
# --------- Optical Potential ---------  
#     r(fm)       V(MeV)       W(MeV)
       7.89        -7.0085        -9.5177
       7.90        -6.8805        -9.4687
       7.91        -6.7533        -9.4197
       7.92        -6.6267        -9.3706
       7.93        -6.5008        -9.3215
       7.94        -6.3757        -9.2723
       7.95        -6.2513        -9.2231
       7.96        -6.1276        -9.1738
       7.97        -6.0046        -9.1245
       7.98        -5.8823        -9.0751
       7.99        -5.7608        -9.0257
       8.00        -5.6399        -8.9762
       8.01        -5.5198        -8.9267
       8.02        -5.4003        -8.8772
       8.03        -5.2816        -8.8277
       8.04        -5.1636        -8.7781
       8.05        -5.0462        -8.7286
       8.06        -4.9296        -8.6790
       8.07        -4.8138        -8.6294
       8.08        -4.6986        -8.5798
       8.09        -4.5842        -8.5302
       8.10        -4.4706        -8.4805
       8.11        -4.3576        -8.4309
       8.12        -4.2454        -8.3813
       8.13        -4.1339        -8.3317
       8.14        -4.0232        -8.2821
       8.15        -3.9132        -8.2326
       8.16        -3.8040        -8.1830
       8.17        -3.6955        -8.1335
       8.18        -3.5878        -8.0840
       8.19        -3.4808        -8.0345
       8.20        -3.3746        -7.9851
       8.21        -3.2692        -7.9357
       8.22        -3.1645        -7.8863
       8.23        -3.0605        -7.8370
       8.24        -2.9573        -7.7877
       8.25        -2.8549        -7.7384
       8.26        -2.7532        -7.6893
       8.27        -2.6523        -7.6401
       8.28        -2.5522        -7.5911
       8.29        -2.4528        -7.5421
       8.30        -2.3542        -7.4931
       8.31        -2.2563        -7.4443
       8.32        -2.1592        -7.3955
       8.33        -2.0629        -7.3467
       8.34        -1.9673        -7.2981
       8.35        -1.8725        -7.2495
       8.36        -1.7784        -7.2010
       8.37        -1.6851        -7.1527
       8.38        -1.5926        -7.1043
       8.39        -1.5008        -7.0561
       8.40        -1.4098        -7.0080
       8.41        -1.3195        -6.9600
       8.42        -1.2300        -6.9121
       8.43        -1.1413        -6.8643
       8.44        -1.0533        -6.8166
       8.45        -0.9660        -6.7690
       8.46        -0.8795        -6.7215
       8.47        -0.7938        -6.6741
       8.48        -0.7087        -6.6269
       8.49        -0.6245        -6.5798
       8.50        -0.5410        -6.5328
       8.51        -0.4582        -6.4859
       8.52        -0.3761        -6.4392
       8.53        -0.2948        -6.3926
       8.54        -0.2142        -6.3461
       8.55        -0.1344        -6.2997
       8.56    -5.5279E-02        -6.2535
       8.57     2.3112E-02        -6.2075
       8.58         0.1008        -6.1616
       8.59         0.1777        -6.1158
       8.60         0.2540        -6.0702
       8.61         0.3295        -6.0248
       8.62         0.4043        -5.9795
       8.63         0.4784        -5.9343
       8.64         0.5517        -5.8893
       8.65         0.6244        -5.8445
       8.66         0.6964        -5.7998
       8.67         0.7677        -5.7553
       8.68         0.8383        -5.7110
       8.69         0.9082        -5.6669
       8.70         0.9774        -5.6229
       8.71         1.0459        -5.5791
       8.72         1.1138        -5.5354
       8.73         1.1809        -5.4920
       8.74         1.2474        -5.4487
       8.75         1.3132        -5.4056
       8.76         1.3784        -5.3627
       8.77         1.4429        -5.3199
       8.78         1.5067        -5.2774
       8.79         1.5699        -5.2350
       8.80         1.6324        -5.1929
       8.81         1.6943        -5.1509
       8.82         1.7555        -5.1091
       8.83         1.8161        -5.0675
       8.84         1.8761        -5.0261
       8.85         1.9354        -4.9849
       8.86         1.9941        -4.9439
       8.87         2.0522        -4.9031
       8.88         2.1096        -4.8625
       8.89         2.1664        -4.8221
       8.90         2.2226        -4.7819
       8.91         2.2782        -4.7419
       8.92         2.3332        -4.7022
       8.93         2.3876        -4.6626
       8.94         2.4414        -4.6232
       8.95         2.4947        -4.5841
       8.96         2.5473        -4.5451
       8.97         2.5993        -4.5064
       8.98         2.6508        -4.4679
       8.99         2.7016        -4.4296
       9.00         2.7519        -4.3915
       9.01         2.8017        -4.3536
       9.02         2.8509        -4.3159
       9.03         2.8995        -4.2785
       9.04         2.9475        -4.2412
       9.05         2.9950        -4.2042
       9.06         3.0420        -4.1674
       9.07         3.0884        -4.1308
       9.08         3.1343        -4.0945
       9.09         3.1796        -4.0583
       9.10         3.2244        -4.0224
       9.11         3.2687        -3.9867
       9.12         3.3125        -3.9512
       9.13         3.3557        -3.9160
       9.14         3.3984        -3.8809
       9.15         3.4407        -3.8461
       9.16         3.4824        -3.8115
       9.17         3.5236        -3.7771
       9.18         3.5643        -3.7430
       9.19         3.6045        -3.7091
       9.20         3.6443        -3.6753
       9.21         3.6835        -3.6419
       9.22         3.7223        -3.6086
       9.23         3.7606        -3.5756
       9.24         3.7984        -3.5427
       9.25         3.8357        -3.5102
       9.26         3.8726        -3.4778
       9.27         3.9090        -3.4456
       9.28         3.9450        -3.4137
       9.29         3.9805        -3.3820
       9.30         4.0156        -3.3505
       9.31         4.0502        -3.3193
       9.32         4.0844        -3.2882
       9.33         4.1182        -3.2574
       9.34         4.1515        -3.2268
       9.35         4.1844        -3.1964
       9.36         4.2168        -3.1663
       9.37         4.2489        -3.1363
       9.38         4.2805        -3.1066
       9.39         4.3117        -3.0771
       9.40         4.3425        -3.0478
       9.41         4.3729        -3.0188
       9.42         4.4029        -2.9899
       9.43         4.4325        -2.9613
       9.44         4.4617        -2.9329
       9.45         4.4906        -2.9047
       9.46         4.5190        -2.8767
       9.47         4.5470        -2.8490
       9.48         4.5747        -2.8214
       9.49         4.6020        -2.7941
       9.50         4.6289        -2.7670
       9.51         4.6555        -2.7401
       9.52         4.6817        -2.7134
       9.53         4.7075        -2.6869
       9.54         4.7330        -2.6606
       9.55         4.7581        -2.6346
       9.56         4.7829        -2.6087
       9.57         4.8073        -2.5831
       9.58         4.8314        -2.5576
       9.59         4.8552        -2.5324
       9.60         4.8786        -2.5074
       9.61         4.9016        -2.4825
       9.62         4.9244        -2.4579
       9.63         4.9468        -2.4335
       9.64         4.9689        -2.4093
       9.65         4.9907        -2.3853
       9.66         5.0122        -2.3615
       9.67         5.0333        -2.3379
       9.68         5.0542        -2.3145
       9.69         5.0747        -2.2913
       9.70         5.0949        -2.2682
       9.71         5.1149        -2.2454
       9.72         5.1345        -2.2228
       9.73         5.1539        -2.2004
       9.74         5.1729        -2.1781
       9.75         5.1917        -2.1561
       9.76         5.2102        -2.1342
       9.77         5.2284        -2.1126
       9.78         5.2463        -2.0911
       9.79         5.2640        -2.0698
       9.80         5.2813        -2.0487
       9.81         5.2985        -2.0278
       9.82         5.3153        -2.0071
       9.83         5.3319        -1.9865
       9.84         5.3482        -1.9661
       9.85         5.3643        -1.9460
       9.86         5.3801        -1.9260
       9.87         5.3956        -1.9061
       9.88         5.4109        -1.8865
       9.89         5.4260        -1.8670
       9.90         5.4408        -1.8477
       9.91         5.4554        -1.8286
       9.92         5.4697        -1.8097
       9.93         5.4838        -1.7909
       9.94         5.4977        -1.7723
       9.95         5.5114        -1.7539
       9.96         5.5248        -1.7357
       9.97         5.5380        -1.7176
       9.98         5.5509        -1.6997
       9.99         5.5637        -1.6819
      10.00         5.5762        -1.6643
      10.01         5.5885        -1.6469
      10.02         5.6006        -1.6296
      10.03         5.6125        -1.6125
      10.04         5.6242        -1.5956
      10.05         5.6357        -1.5788
      10.06         5.6469        -1.5622
      10.07         5.6580        -1.5458
      10.08         5.6689        -1.5294
      10.09         5.6796        -1.5133
      10.10         5.6901        -1.4973
      10.11         5.7003        -1.4815
      10.12         5.7104        -1.4658
      10.13         5.7204        -1.4502
      10.14         5.7301        -1.4348
      10.15         5.7396        -1.4196
      10.16         5.7490        -1.4045
      10.17         5.7582        -1.3896
      10.18         5.7672        -1.3748
      10.19         5.7760        -1.3601
      10.20         5.7847        -1.3456
      10.21         5.7932        -1.3312
      10.22         5.8015        -1.3170
      10.23         5.8097        -1.3029
      10.24         5.8177        -1.2889
      10.25         5.8255        -1.2751
      10.26         5.8332        -1.2614
      10.27         5.8407        -1.2479
      10.28         5.8481        -1.2345
      10.29         5.8553        -1.2212
      10.30         5.8623        -1.2080
      10.31         5.8692        -1.1950
      10.32         5.8760        -1.1821
      10.33         5.8826        -1.1694
      10.34         5.8890        -1.1568
      10.35         5.8953        -1.1442
      10.36         5.9015        -1.1319
      10.37         5.9075        -1.1196
      10.38         5.9134        -1.1075
      10.39         5.9192        -1.0955
      10.40         5.9248        -1.0836
      10.41         5.9303        -1.0718
      10.42         5.9356        -1.0602
      10.43         5.9409        -1.0486
      10.44         5.9460        -1.0372
      10.45         5.9509        -1.0259
      10.46         5.9558        -1.0148
      10.47         5.9605        -1.0037
      10.48         5.9651        -0.9927
      10.49         5.9696        -0.9819
      10.50         5.9739        -0.9712
      10.51         5.9782        -0.9606
      10.52         5.9823        -0.9500
      10.53         5.9863        -0.9396
      10.54         5.9902        -0.9293
      10.55         5.9940        -0.9192
      10.56         5.9976        -0.9091
      10.57         6.0012        -0.8991
      10.58         6.0046        -0.8892
      10.59         6.0080        -0.8795
      10.60         6.0112        -0.8698
      10.61         6.0143        -0.8602
      10.62         6.0174        -0.8507
      10.63         6.0203        -0.8414
      10.64         6.0231        -0.8321
      10.65         6.0259        -0.8229
      10.66         6.0285        -0.8138
      10.67         6.0310        -0.8049
      10.68         6.0335        -0.7960
      10.69         6.0358        -0.7872
      10.70         6.0381        -0.7785
      10.71         6.0403        -0.7698
      10.72         6.0423        -0.7613
      10.73         6.0443        -0.7529
      10.74         6.0462        -0.7446
      10.75         6.0480        -0.7363
      10.76         6.0498        -0.7281
      10.77         6.0514        -0.7200
      10.78         6.0530        -0.7121
      10.79         6.0544        -0.7041
      10.80         6.0558        -0.6963
      10.81         6.0571        -0.6886
      10.82         6.0584        -0.6809
      10.83         6.0595        -0.6733
      10.84         6.0606        -0.6658
      10.85         6.0616        -0.6584
      10.86         6.0625        -0.6511
      10.87         6.0634        -0.6438
      10.88         6.0642        -0.6366
      10.89         6.0649        -0.6295
      10.90         6.0655        -0.6225
      10.91         6.0661        -0.6156
      10.92         6.0666        -0.6087
      10.93         6.0670        -0.6019
      10.94         6.0674        -0.5951
      10.95         6.0677        -0.5885
      10.96         6.0679        -0.5819
      10.97         6.0681        -0.5754
      10.98         6.0682        -0.5689
      10.99         6.0682        -0.5626
      11.00         6.0682        -0.5563
      11.01         6.0681        -0.5500
      11.02         6.0679        -0.5439
      11.03         6.0677        -0.5378
      11.04         6.0675        -0.5317
      11.05         6.0672        -0.5257
      11.06         6.0668        -0.5198
      11.07         6.0663        -0.5140
      11.08         6.0658        -0.5082
      11.09         6.0653        -0.5025
      11.10         6.0647        -0.4968
      11.11         6.0640        -0.4913
      11.12         6.0633        -0.4857
      11.13         6.0626        -0.4803
      11.14         6.0618        -0.4748
      11.15         6.0609        -0.4695
      11.16         6.0600        -0.4642
      11.17         6.0590        -0.4590
      11.18         6.0580        -0.4538
      11.19         6.0570        -0.4487
      11.20         6.0559        -0.4436
      11.21         6.0547        -0.4386
      11.22         6.0535        -0.4336
      11.23         6.0523        -0.4288
      11.24         6.0510        -0.4239
      11.25         6.0497        -0.4191
      11.26         6.0483        -0.4144
      11.27         6.0469        -0.4097
      11.28         6.0454        -0.4051
      11.29         6.0439        -0.4005
      11.30         6.0424        -0.3959
      11.31         6.0408        -0.3915
      11.32         6.0392        -0.3870
      11.33         6.0375        -0.3826
      11.34         6.0358        -0.3783
      11.35         6.0341        -0.3740
      11.36         6.0323        -0.3698
      11.37         6.0305        -0.3656
      11.38         6.0287        -0.3614
      11.39         6.0268        -0.3573
      11.40         6.0249        -0.3533
      11.41         6.0229        -0.3493
      11.42         6.0209        -0.3453
      11.43         6.0189        -0.3414
      11.44         6.0168        -0.3375
      11.45         6.0148        -0.3337
      11.46         6.0126        -0.3299
      11.47         6.0105        -0.3261
      11.48         6.0083        -0.3224
      11.49         6.0061        -0.3188
      11.50         6.0039        -0.3151
      11.51         6.0016        -0.3116
      11.52         5.9993        -0.3080
      11.53         5.9970        -0.3045
      11.54         5.9946        -0.3010
      11.55         5.9922        -0.2976
      11.56         5.9898        -0.2942
      11.57         5.9874        -0.2909
      11.58         5.9849        -0.2876
      11.59         5.9824        -0.2843
      11.60         5.9799        -0.2810
      11.61         5.9773        -0.2778
      11.62         5.9747        -0.2747
      11.63         5.9722        -0.2715
      11.64         5.9695        -0.2684
      11.65         5.9669        -0.2654
      11.66         5.9642        -0.2623
      11.67         5.9615        -0.2594
      11.68         5.9588        -0.2564
      11.69         5.9561        -0.2535
      11.70         5.9533        -0.2506
      11.71         5.9505        -0.2477
      11.72         5.9477        -0.2449
      11.73         5.9449        -0.2421
      11.74         5.9421        -0.2393
      11.75         5.9392        -0.2366
      11.76         5.9363        -0.2339
      11.77         5.9334        -0.2312
      11.78         5.9305        -0.2286
      11.79         5.9275        -0.2260
      11.80         5.9246        -0.2234
      11.81         5.9216        -0.2208
      11.82         5.9186        -0.2183
      11.83         5.9156        -0.2158
      11.84         5.9125        -0.2133
      11.85         5.9095        -0.2109
      11.86         5.9064        -0.2085
      11.87         5.9033        -0.2061
      11.88         5.9002        -0.2037
      11.89         5.8971        -0.2014
      11.90         5.8940        -0.1991
      11.91         5.8908        -0.1968
      11.92         5.8877        -0.1945
      11.93         5.8845        -0.1923
      11.94         5.8813        -0.1901
      11.95         5.8781        -0.1879
      11.96         5.8749        -0.1858
      11.97         5.8716        -0.1837
      11.98         5.8684        -0.1815
      11.99         5.8651        -0.1795
      12.00         5.8618        -0.1774
      12.01         5.8586        -0.1754
      12.02         5.8552        -0.1734
      12.03         5.8519        -0.1714
      12.04         5.8486        -0.1694
      12.05         5.8453        -0.1675
      12.06         5.8419        -0.1655
      12.07         5.8386        -0.1636
      12.08         5.8352        -0.1618
      12.09         5.8318        -0.1599
      12.10         5.8284        -0.1581
      12.11         5.8250        -0.1563
      12.12         5.8216        -0.1545
      12.13         5.8181        -0.1527
      12.14         5.8147        -0.1509
      12.15         5.8113        -0.1492
      12.16         5.8078        -0.1475
      12.17         5.8043        -0.1458
      12.18         5.8009        -0.1441
      12.19         5.7974        -0.1425
      12.20         5.7939        -0.1408
      12.21         5.7904        -0.1392
      12.22         5.7869        -0.1376
      12.23         5.7833        -0.1360
      12.24         5.7798        -0.1345
      12.25         5.7763        -0.1329
      12.26         5.7727        -0.1314
      12.27         5.7692        -0.1299
      12.28         5.7656        -0.1284
      12.29         5.7621        -0.1269
      12.30         5.7585        -0.1254
      12.31         5.7549        -0.1240
      12.32         5.7513        -0.1226
      12.33         5.7477        -0.1212
      12.34         5.7441        -0.1198
      12.35         5.7405        -0.1184
      12.36         5.7369        -0.1170
      12.37         5.7333        -0.1157
      12.38         5.7297        -0.1144
      12.39         5.7260        -0.1130
      12.40         5.7224        -0.1117
      12.41         5.7188        -0.1104
      12.42         5.7151        -0.1092
      12.43         5.7115        -0.1079
      12.44         5.7078        -0.1067
      12.45         5.7042        -0.1054
      12.46         5.7005        -0.1042
      12.47         5.6968        -0.1030
      12.48         5.6931        -0.1018
      12.49         5.6895        -0.1007
      12.50         5.6858    -9.9515E-02
      12.51         5.6821    -9.8368E-02
      12.52         5.6784    -9.7235E-02
      12.53         5.6747    -9.6115E-02
      12.54         5.6710    -9.5007E-02
      12.55         5.6673    -9.3912E-02
      12.56         5.6636    -9.2830E-02
      12.57         5.6599    -9.1760E-02
      12.58         5.6562    -9.0703E-02
      12.59         5.6525    -8.9657E-02
      12.60         5.6487    -8.8624E-02
      12.61         5.6450    -8.7602E-02
      12.62         5.6413    -8.6592E-02
      12.63         5.6376    -8.5594E-02
      12.64         5.6338    -8.4607E-02
      12.65         5.6301    -8.3631E-02
      12.66         5.6264    -8.2667E-02
      12.67         5.6226    -8.1714E-02
      12.68         5.6189    -8.0771E-02
      12.69         5.6151    -7.9840E-02
      12.70         5.6114    -7.8919E-02
      12.71         5.6077    -7.8009E-02
      12.72         5.6039    -7.7109E-02
      12.73         5.6002    -7.6219E-02
      12.74         5.5964    -7.5340E-02
      12.75         5.5927    -7.4471E-02
      12.76         5.5889    -7.3612E-02
      12.77         5.5852    -7.2762E-02
      12.78         5.5814    -7.1923E-02
      12.79         5.5776    -7.1093E-02
      12.80         5.5739    -7.0272E-02
      12.81         5.5701    -6.9461E-02
      12.82         5.5664    -6.8660E-02
      12.83         5.5626    -6.7867E-02
      12.84         5.5588    -6.7084E-02
      12.85         5.5551    -6.6310E-02
      12.86         5.5513    -6.5544E-02
      12.87         5.5475    -6.4788E-02
      12.88         5.5438    -6.4040E-02
      12.89         5.5400    -6.3301E-02
      12.90         5.5362    -6.2570E-02
      12.91         5.5325    -6.1847E-02
      12.92         5.5287    -6.1133E-02
      12.93         5.5249    -6.0427E-02
      12.94         5.5212    -5.9730E-02
      12.95         5.5174    -5.9040E-02
      12.96         5.5136    -5.8358E-02
      12.97         5.5099    -5.7684E-02
      12.98         5.5061    -5.7018E-02
      12.99         5.5024    -5.6360E-02
      13.00         5.4986    -5.5709E-02
      13.01         5.4948    -5.5065E-02
      13.02         5.4911    -5.4429E-02
      13.03         5.4873    -5.3801E-02
      13.04         5.4835    -5.3179E-02
      13.05         5.4798    -5.2565E-02
      13.06         5.4760    -5.1958E-02
      13.07         5.4722    -5.1357E-02
      13.08         5.4685    -5.0764E-02
      13.09         5.4647    -5.0177E-02
      13.10         5.4610    -4.9598E-02
      13.11         5.4572    -4.9025E-02
      13.12         5.4534    -4.8458E-02
      13.13         5.4497    -4.7898E-02
      13.14         5.4459    -4.7345E-02
      13.15         5.4422    -4.6798E-02
      13.16         5.4384    -4.6257E-02
      13.17         5.4347    -4.5722E-02
      13.18         5.4309    -4.5194E-02
      13.19         5.4272    -4.4672E-02
      13.20         5.4234    -4.4155E-02
      13.21         5.4197    -4.3645E-02
      13.22         5.4159    -4.3141E-02
      13.23         5.4122    -4.2642E-02
      13.24         5.4085    -4.2149E-02
      13.25         5.4047    -4.1662E-02
      13.26         5.4010    -4.1180E-02
      13.27         5.3973    -4.0704E-02
      13.28         5.3935    -4.0234E-02
      13.29         5.3898    -3.9769E-02
      13.30         5.3861    -3.9309E-02
      13.31         5.3823    -3.8854E-02
      13.32         5.3786    -3.8405E-02
      13.33         5.3749    -3.7961E-02
      13.34         5.3712    -3.7522E-02
      13.35         5.3674    -3.7088E-02
      13.36         5.3637    -3.6660E-02
      13.37         5.3600    -3.6236E-02
      13.38         5.3563    -3.5817E-02
      13.39         5.3526    -3.5403E-02
      13.40         5.3489    -3.4993E-02
      13.41         5.3452    -3.4589E-02
      13.42         5.3414    -3.4189E-02
      13.43         5.3377    -3.3793E-02
      13.44         5.3340    -3.3402E-02
      13.45         5.3303    -3.3016E-02
      13.46         5.3267    -3.2634E-02
      13.47         5.3230    -3.2257E-02
      13.48         5.3193    -3.1884E-02
      13.49         5.3156    -3.1515E-02
      13.50         5.3119    -3.1150E-02
      13.51         5.3082    -3.0790E-02
      13.52         5.3045    -3.0434E-02
      13.53         5.3009    -3.0082E-02
      13.54         5.2972    -2.9734E-02
      13.55         5.2935    -2.9390E-02
      13.56         5.2898    -2.9050E-02
      13.57         5.2862    -2.8714E-02
      13.58         5.2825    -2.8382E-02
      13.59         5.2788    -2.8054E-02
      13.60         5.2752    -2.7729E-02
      13.61         5.2715    -2.7408E-02
      13.62         5.2679    -2.7091E-02
      13.63         5.2642    -2.6778E-02
      13.64         5.2606    -2.6468E-02
      13.65         5.2569    -2.6162E-02
      13.66         5.2533    -2.5859E-02
      13.67         5.2496    -2.5560E-02
      13.68         5.2460    -2.5264E-02
      13.69         5.2424    -2.4972E-02
      13.70         5.2387    -2.4683E-02
      13.71         5.2351    -2.4397E-02
      13.72         5.2315    -2.4115E-02
      13.73         5.2279    -2.3836E-02
      13.74         5.2242    -2.3560E-02
      13.75         5.2206    -2.3287E-02
      13.76         5.2170    -2.3018E-02
      13.77         5.2134    -2.2752E-02
      13.78         5.2098    -2.2488E-02
      13.79         5.2062    -2.2228E-02
      13.80         5.2026    -2.1971E-02
      13.81         5.1990    -2.1717E-02
      13.82         5.1954    -2.1465E-02
      13.83         5.1918    -2.1217E-02
      13.84         5.1882    -2.0971E-02
      13.85         5.1847    -2.0729E-02
      13.86         5.1811    -2.0489E-02
      13.87         5.1775    -2.0252E-02
      13.88         5.1739    -2.0017E-02
      13.89         5.1704    -1.9786E-02
      13.90         5.1668    -1.9557E-02
      13.91         5.1632    -1.9330E-02
      13.92         5.1597    -1.9106E-02
      13.93         5.1561    -1.8885E-02
      13.94         5.1526    -1.8667E-02
      13.95         5.1490    -1.8451E-02
      13.96         5.1455    -1.8237E-02
      13.97         5.1419    -1.8026E-02
      13.98         5.1384    -1.7817E-02
      13.99         5.1348    -1.7611E-02
      14.00         5.1313    -1.7407E-02
      14.01         5.1278    -1.7206E-02
      14.02         5.1242    -1.7007E-02
      14.03         5.1207    -1.6810E-02
      14.04         5.1172    -1.6615E-02
      14.05         5.1137    -1.6423E-02
      14.06         5.1102    -1.6233E-02
      14.07         5.1067    -1.6045E-02
      14.08         5.1032    -1.5859E-02
      14.09         5.0997    -1.5675E-02
      14.10         5.0962    -1.5494E-02
      14.11         5.0927    -1.5315E-02
      14.12         5.0892    -1.5137E-02
      14.13         5.0857    -1.4962E-02
      14.14         5.0822    -1.4789E-02
      14.15         5.0787    -1.4618E-02
      14.16         5.0753    -1.4448E-02
      14.17         5.0718    -1.4281E-02
      14.18         5.0683    -1.4116E-02
      14.19         5.0649    -1.3952E-02
      14.20         5.0614    -1.3791E-02
      14.21         5.0579    -1.3631E-02
      14.22         5.0545    -1.3473E-02
      14.23         5.0510    -1.3317E-02
      14.24         5.0476    -1.3163E-02
      14.25         5.0441    -1.3011E-02
      14.26         5.0407    -1.2860E-02
      14.27         5.0373    -1.2711E-02
      14.28         5.0338    -1.2564E-02
      14.29         5.0304    -1.2418E-02
      14.30         5.0270    -1.2275E-02
      14.31         5.0236    -1.2133E-02
      14.32         5.0201    -1.1992E-02
      14.33         5.0167    -1.1853E-02
      14.34         5.0133    -1.1716E-02
      14.35         5.0099    -1.1580E-02
      14.36         5.0065    -1.1446E-02
      14.37         5.0031    -1.1314E-02
      14.38         4.9997    -1.1183E-02
      14.39         4.9963    -1.1053E-02
      14.40         4.9929    -1.0925E-02
      14.41         4.9896    -1.0799E-02
      14.42         4.9862    -1.0674E-02
      14.43         4.9828    -1.0550E-02
      14.44         4.9794    -1.0428E-02
      14.45         4.9761    -1.0307E-02
      14.46         4.9727    -1.0188E-02
      14.47         4.9693    -1.0070E-02
      14.48         4.9660    -9.9531E-03
      14.49         4.9626    -9.8378E-03
      14.50         4.9593    -9.7239E-03
      14.51         4.9559    -9.6113E-03
      14.52         4.9526    -9.5000E-03
      14.53         4.9492    -9.3900E-03
      14.54         4.9459    -9.2812E-03
      14.55         4.9426    -9.1737E-03
      14.56         4.9393    -9.0675E-03
      14.57         4.9359    -8.9625E-03
      14.58         4.9326    -8.8587E-03
      14.59         4.9293    -8.7561E-03
      14.60         4.9260    -8.6547E-03
      14.61         4.9227    -8.5544E-03
      14.62         4.9194    -8.4554E-03
      14.63         4.9161    -8.3574E-03
      14.64         4.9128    -8.2606E-03
      14.65         4.9095    -8.1650E-03
      14.66         4.9062    -8.0704E-03
      14.67         4.9029    -7.9769E-03
      14.68         4.8996    -7.8845E-03
      14.69         4.8963    -7.7932E-03
      14.70         4.8931    -7.7030E-03
      14.71         4.8898    -7.6137E-03
      14.72         4.8865    -7.5256E-03
      14.73         4.8833    -7.4384E-03
      14.74         4.8800    -7.3522E-03
      14.75         4.8768    -7.2671E-03
      14.76         4.8735    -7.1829E-03
      14.77         4.8703    -7.0997E-03
      14.78         4.8670    -7.0175E-03
      14.79         4.8638    -6.9362E-03
      14.80         4.8605    -6.8559E-03
      14.81         4.8573    -6.7765E-03
      14.82         4.8541    -6.6980E-03
      14.83         4.8508    -6.6204E-03
      14.84         4.8476    -6.5437E-03
      14.85         4.8444    -6.4679E-03
      14.86         4.8412    -6.3930E-03
      14.87         4.8380    -6.3189E-03
      14.88         4.8348    -6.2457E-03
      14.89         4.8316    -6.1734E-03
      14.90         4.8284    -6.1019E-03
      14.91         4.8252    -6.0312E-03
      14.92         4.8220    -5.9614E-03
      14.93         4.8188    -5.8923E-03
      14.94         4.8156    -5.8240E-03
      14.95         4.8124    -5.7566E-03
      14.96         4.8093    -5.6899E-03
      14.97         4.8061    -5.6240E-03
      14.98         4.8029    -5.5588E-03
      14.99         4.7998    -5.4945E-03
      15.00         4.7966    -5.4308E-03
      15.01         4.7934    -5.3679E-03
      15.02         4.7903    -5.3057E-03
      15.03         4.7871    -5.2443E-03
      15.04         4.7840    -5.1835E-03
      15.05         4.7809    -5.1235E-03
      15.06         4.7777    -5.0641E-03
      15.07         4.7746    -5.0055E-03
      15.08         4.7714    -4.9475E-03
      15.09         4.7683    -4.8902E-03
      15.10         4.7652    -4.8335E-03
      15.11         4.7621    -4.7775E-03
      15.12         4.7590    -4.7222E-03
      15.13         4.7558    -4.6675E-03
      15.14         4.7527    -4.6134E-03
      15.15         4.7496    -4.5600E-03
      15.16         4.7465    -4.5071E-03
      15.17         4.7434    -4.4549E-03
      15.18         4.7403    -4.4033E-03
      15.19         4.7373    -4.3523E-03
      15.20         4.7342    -4.3019E-03
      15.21         4.7311    -4.2521E-03
      15.22         4.7280    -4.2028E-03
      15.23         4.7249    -4.1541E-03
      15.24         4.7219    -4.1060E-03
      15.25         4.7188    -4.0584E-03
      15.26         4.7157    -4.0114E-03
      15.27         4.7127    -3.9649E-03
      15.28         4.7096    -3.9190E-03
      15.29         4.7066    -3.8736E-03
      15.30         4.7035    -3.8287E-03
      15.31         4.7005    -3.7844E-03
      15.32         4.6974    -3.7405E-03
      15.33         4.6944    -3.6972E-03
      15.34         4.6913    -3.6544E-03
      15.35         4.6883    -3.6120E-03
      15.36         4.6853    -3.5702E-03
      15.37         4.6823    -3.5288E-03
      15.38         4.6792    -3.4879E-03
      15.39         4.6762    -3.4475E-03
      15.40         4.6732    -3.4076E-03
      15.41         4.6702    -3.3681E-03
      15.42         4.6672    -3.3291E-03
      15.43         4.6642    -3.2905E-03
      15.44         4.6612    -3.2524E-03
      15.45         4.6582    -3.2147E-03
      15.46         4.6552    -3.1775E-03
      15.47         4.6522    -3.1407E-03
      15.48         4.6492    -3.1043E-03
      15.49         4.6463    -3.0683E-03
      15.50         4.6433    -3.0328E-03
      15.51         4.6403    -2.9976E-03
      15.52         4.6373    -2.9629E-03
      15.53         4.6344    -2.9286E-03
      15.54         4.6314    -2.8947E-03
      15.55         4.6285    -2.8611E-03
      15.56         4.6255    -2.8280E-03
      15.57         4.6226    -2.7952E-03
      15.58         4.6196    -2.7628E-03
      15.59         4.6167    -2.7308E-03
      15.60         4.6137    -2.6992E-03
      15.61         4.6108    -2.6679E-03
      15.62         4.6078    -2.6370E-03
      15.63         4.6049    -2.6064E-03
      15.64         4.6020    -2.5763E-03
      15.65         4.5991    -2.5464E-03
      15.66         4.5961    -2.5169E-03
      15.67         4.5932    -2.4877E-03
      15.68         4.5903    -2.4589E-03
      15.69         4.5874    -2.4304E-03
      15.70         4.5845    -2.4023E-03
      15.71         4.5816    -2.3744E-03
      15.72         4.5787    -2.3469E-03
      15.73         4.5758    -2.3197E-03
      15.74         4.5729    -2.2929E-03
      15.75         4.5700    -2.2663E-03
      15.76         4.5671    -2.2400E-03
      15.77         4.5643    -2.2141E-03
      15.78         4.5614    -2.1884E-03
      15.79         4.5585    -2.1631E-03
      15.80         4.5556    -2.1380E-03
      15.81         4.5528    -2.1133E-03
      15.82         4.5499    -2.0888E-03
      15.83         4.5470    -2.0646E-03
      15.84         4.5442    -2.0406E-03
      15.85         4.5413    -2.0170E-03
      15.86         4.5385    -1.9936E-03
      15.87         4.5356    -1.9705E-03
      15.88         4.5328    -1.9477E-03
      15.89         4.5300    -1.9251E-03
      15.90         4.5271    -1.9028E-03
